place_id,display_name,category,stay_time,open_time,close_time
P0001,Node1,Other,0,00:00,23:59
P0002,Node2,Other,0,00:00,23:59
P0003,Node3,Other,0,00:00,23:59
P0004,Node4,Other,0,00:00,23:59
P0005,Node5,Other,0,00:00,23:59
P0006,Node6,Other,0,00:00,23:59
P0007,Node7,Other,0,00:00,23:59
P0008,Node8,Other,0,00:00,23:59
P0009,Node9,Other,0,00:00,23:59
P0010,Node10,Other,0,00:00,23:59
P0011,Node11,Other,0,00:00,23:59
P0012,Node12,Other,0,00:00,23:59
P0013,Node13,Other,0,00:00,23:59
P0014,Node14,Other,0,00:00,23:59
P0015,Node15,Other,0,00:00,23:59
P0016,Node16,Other,0,00:00,23:59
P0017,Node17,Other,0,00:00,23:59
P0018,Node18,Other,0,00:00,23:59
P0019,Node19,Other,0,00:00,23:59
P0020,Node20,Other,0,00:00,23:59
P0021,Node21,Other,0,00:00,23:59
P0022,Node22,Other,0,00:00,23:59
P0023,Node23,Other,0,00:00,23:59
P0024,Node24,Other,0,00:00,23:59
P0025,Node25,Other,0,00:00,23:59
P0026,Node26,Other,0,00:00,23:59
P0027,Node27,Other,0,00:00,23:59
P0028,Node28,Other,0,00:00,23:59
P0029,Node29,Other,0,00:00,23:59
P0030,Node30,Other,0,00:00,23:59
P0031,Node31,Other,0,00:00,23:59
P0032,Node32,Other,0,00:00,23:59
P0033,Node33,Other,0,00:00,23:59
P0034,Node34,Other,0,00:00,23:59
P0035,Node35,Other,0,00:00,23:59
P0036,Node36,Other,0,00:00,23:59
P0037,Node37,Other,0,00:00,23:59
P0038,Node38,Other,0,00:00,23:59
P0039,Node39,Other,0,00:00,23:59
P0040,Node40,Other,0,00:00,23:59
P0041,Node41,Other,0,00:00,23:59
P0042,Node42,Other,0,00:00,23:59
P0043,Node43,Other,0,00:00,23:59
P0044,Node44,Other,0,00:00,23:59
P0045,Node45,Other,0,00:00,23:59
P0046,Node46,Other,0,00:00,23:59
P0047,Node47,Other,0,00:00,23:59
P0048,Node48,Other,0,00:00,23:59
P0049,Node49,Other,0,00:00,23:59
P0050,Node50,Other,0,00:00,23:59
P0051,Node51,Other,0,00:00,23:59
P0052,Node52,Other,0,00:00,23:59
P0053,Node53,Other,0,00:00,23:59
P0054,Node54,Other,0,00:00,23:59
P0055,Node55,Other,0,00:00,23:59
P0056,Node56,Other,0,00:00,23:59
P0057,Node57,Other,0,00:00,23:59
P0058,Node58,Other,0,00:00,23:59
P0059,Node59,Other,0,00:00,23:59
P0060,Node60,Other,0,00:00,23:59
P0061,Node61,Other,0,00:00,23:59
P0062,Node62,Other,0,00:00,23:59
P0063,Node63,Other,0,00:00,23:59
P0064,Node64,Other,0,00:00,23:59
P0065,Node65,Other,0,00:00,23:59
P0066,Node66,Other,0,00:00,23:59
P0067,Node67,Other,0,00:00,23:59
P0068,Node68,Other,0,00:00,23:59
P0069,Node69,Other,0,00:00,23:59
P0070,Node70,Other,0,00:00,23:59
P0071,Node71,Other,0,00:00,23:59
P0072,Node72,Other,0,00:00,23:59
P0073,Node73,Other,0,00:00,23:59
P0074,Node74,Other,0,00:00,23:59
P0075,Node75,Other,0,00:00,23:59
P0076,Node76,Other,0,00:00,23:59
P0077,Node77,Other,0,00:00,23:59
P0078,Node78,Other,0,00:00,23:59
