place_id,display_name,category,stay_time,open_time,close_time
G0001,Node1,Other,0,00:00,23:59
G0002,Node2,Other,0,00:00,23:59
G0003,Node3,Other,0,00:00,23:59
G0004,Node4,Other,0,00:00,23:59
G0005,Node5,Other,0,00:00,23:59
G0006,Node6,Other,0,00:00,23:59
G0007,Node7,Other,0,00:00,23:59
G0008,Node8,Other,0,00:00,23:59
G0009,Node9,Other,0,00:00,23:59
G0010,Node10,Other,0,00:00,23:59
G0011,Node11,Other,0,00:00,23:59
G0012,Node12,Other,0,00:00,23:59
G0013,Node13,Other,0,00:00,23:59
G0014,Node14,Other,0,00:00,23:59
G0015,Node15,Other,0,00:00,23:59
G0016,Node16,Other,0,00:00,23:59
G0017,Node17,Other,0,00:00,23:59
G0018,Node18,Other,0,00:00,23:59
G0019,Node19,Other,0,00:00,23:59
G0020,Node20,Other,0,00:00,23:59
G0021,Node21,Other,0,00:00,23:59
G0022,Node22,Other,0,00:00,23:59
G0023,Node23,Other,0,00:00,23:59
G0024,Node24,Other,0,00:00,23:59
G0025,Node25,Other,0,00:00,23:59
G0026,Node26,Other,0,00:00,23:59
G0027,Node27,Other,0,00:00,23:59
G0028,Node28,Other,0,00:00,23:59
G0029,Node29,Other,0,00:00,23:59
G0030,Node30,Other,0,00:00,23:59
G0031,Node31,Other,0,00:00,23:59
G0032,Node32,Other,0,00:00,23:59
G0033,Node33,Other,0,00:00,23:59
G0034,Node34,Other,0,00:00,23:59
G0035,Node35,Other,0,00:00,23:59
G0036,Node36,Other,0,00:00,23:59
G0037,Node37,Other,0,00:00,23:59
G0038,Node38,Other,0,00:00,23:59
G0039,Node39,Other,0,00:00,23:59
G0040,Node40,Other,0,00:00,23:59
G0041,Node41,Other,0,00:00,23:59
G0042,Node42,Other,0,00:00,23:59
G0043,Node43,Other,0,00:00,23:59
G0044,Node44,Other,0,00:00,23:59
G0045,Node45,Other,0,00:00,23:59
G0046,Node46,Other,0,00:00,23:59
G0047,Node47,Other,0,00:00,23:59
G0048,Node48,Other,0,00:00,23:59
G0049,Node49,Other,0,00:00,23:59
G0050,Node50,Other,0,00:00,23:59
G0051,Node51,Other,0,00:00,23:59
G0052,Node52,Other,0,00:00,23:59
G0053,Node53,Other,0,00:00,23:59
G0054,Node54,Other,0,00:00,23:59
G0055,Node55,Other,0,00:00,23:59
G0056,Node56,Other,0,00:00,23:59
G0057,Node57,Other,0,00:00,23:59
G0058,Node58,Other,0,00:00,23:59
G0059,Node59,Other,0,00:00,23:59
G0060,Node60,Other,0,00:00,23:59
G0061,Node61,Other,0,00:00,23:59
G0062,Node62,Other,0,00:00,23:59
G0063,Node63,Other,0,00:00,23:59
G0064,Node64,Other,0,00:00,23:59
G0065,Node65,Other,0,00:00,23:59
G0066,Node66,Other,0,00:00,23:59
G0067,Node67,Other,0,00:00,23:59
G0068,Node68,Other,0,00:00,23:59
G0069,Node69,Other,0,00:00,23:59
G0070,Node70,Other,0,00:00,23:59
G0071,Node71,Other,0,00:00,23:59
G0072,Node72,Other,0,00:00,23:59
G0073,Node73,Other,0,00:00,23:59
G0074,Node74,Other,0,00:00,23:59
G0075,Node75,Other,0,00:00,23:59
G0076,Node76,Other,0,00:00,23:59
G0077,Node77,Other,0,00:00,23:59
G0078,Node78,Other,0,00:00,23:59
G0079,Node79,Other,0,00:00,23:59
G0080,Node80,Other,0,00:00,23:59
G0081,Node81,Other,0,00:00,23:59
G0082,Node82,Other,0,00:00,23:59
G0083,Node83,Other,0,00:00,23:59
G0084,Node84,Other,0,00:00,23:59
G0085,Node85,Other,0,00:00,23:59
G0086,Node86,Other,0,00:00,23:59
G0087,Node87,Other,0,00:00,23:59
G0088,Node88,Other,0,00:00,23:59
G0089,Node89,Other,0,00:00,23:59
G0090,Node90,Other,0,00:00,23:59
G0091,Node91,Other,0,00:00,23:59
G0092,Node92,Other,0,00:00,23:59
G0093,Node93,Other,0,00:00,23:59
G0094,Node94,Other,0,00:00,23:59
G0095,Node95,Other,0,00:00,23:59
G0096,Node96,Other,0,00:00,23:59
G0097,Node97,Other,0,00:00,23:59
G0098,Node98,Other,0,00:00,23:59
G0099,Node99,Other,0,00:00,23:59
G0100,Node100,Other,0,00:00,23:59
G0101,Node101,Other,0,00:00,23:59
G0102,Node102,Other,0,00:00,23:59
G0103,Node103,Other,0,00:00,23:59
G0104,Node104,Other,0,00:00,23:59
G0105,Node105,Other,0,00:00,23:59
G0106,Node106,Other,0,00:00,23:59
G0107,Node107,Other,0,00:00,23:59
G0108,Node108,Other,0,00:00,23:59
G0109,Node109,Other,0,00:00,23:59
G0110,Node110,Other,0,00:00,23:59
G0111,Node111,Other,0,00:00,23:59
G0112,Node112,Other,0,00:00,23:59
G0113,Node113,Other,0,00:00,23:59
G0114,Node114,Other,0,00:00,23:59
G0115,Node115,Other,0,00:00,23:59
G0116,Node116,Other,0,00:00,23:59
G0117,Node117,Other,0,00:00,23:59
G0118,Node118,Other,0,00:00,23:59
G0119,Node119,Other,0,00:00,23:59
G0120,Node120,Other,0,00:00,23:59
G0121,Node121,Other,0,00:00,23:59
G0122,Node122,Other,0,00:00,23:59
G0123,Node123,Other,0,00:00,23:59
G0124,Node124,Other,0,00:00,23:59
G0125,Node125,Other,0,00:00,23:59
G0126,Node126,Other,0,00:00,23:59
G0127,Node127,Other,0,00:00,23:59
G0128,Node128,Other,0,00:00,23:59
G0129,Node129,Other,0,00:00,23:59
G0130,Node130,Other,0,00:00,23:59
G0131,Node131,Other,0,00:00,23:59
G0132,Node132,Other,0,00:00,23:59
G0133,Node133,Other,0,00:00,23:59
G0134,Node134,Other,0,00:00,23:59
G0135,Node135,Other,0,00:00,23:59
G0136,Node136,Other,0,00:00,23:59
G0137,Node137,Other,0,00:00,23:59
G0138,Node138,Other,0,00:00,23:59
G0139,Node139,Other,0,00:00,23:59
G0140,Node140,Other,0,00:00,23:59
G0141,Node141,Other,0,00:00,23:59
G0142,Node142,Other,0,00:00,23:59
G0143,Node143,Other,0,00:00,23:59
G0144,Node144,Other,0,00:00,23:59
G0145,Node145,Other,0,00:00,23:59
G0146,Node146,Other,0,00:00,23:59
G0147,Node147,Other,0,00:00,23:59
G0148,Node148,Other,0,00:00,23:59
G0149,Node149,Other,0,00:00,23:59
G0150,Node150,Other,0,00:00,23:59
G0151,Node151,Other,0,00:00,23:59
G0152,Node152,Other,0,00:00,23:59
G0153,Node153,Other,0,00:00,23:59
G0154,Node154,Other,0,00:00,23:59
G0155,Node155,Other,0,00:00,23:59
G0156,Node156,Other,0,00:00,23:59
G0157,Node157,Other,0,00:00,23:59
G0158,Node158,Other,0,00:00,23:59
G0159,Node159,Other,0,00:00,23:59
G0160,Node160,Other,0,00:00,23:59
G0161,Node161,Other,0,00:00,23:59
G0162,Node162,Other,0,00:00,23:59
G0163,Node163,Other,0,00:00,23:59
G0164,Node164,Other,0,00:00,23:59
G0165,Node165,Other,0,00:00,23:59
G0166,Node166,Other,0,00:00,23:59
G0167,Node167,Other,0,00:00,23:59
G0168,Node168,Other,0,00:00,23:59
G0169,Node169,Other,0,00:00,23:59
G0170,Node170,Other,0,00:00,23:59
G0171,Node171,Other,0,00:00,23:59
G0172,Node172,Other,0,00:00,23:59
G0173,Node173,Other,0,00:00,23:59
G0174,Node174,Other,0,00:00,23:59
G0175,Node175,Other,0,00:00,23:59
G0176,Node176,Other,0,00:00,23:59
G0177,Node177,Other,0,00:00,23:59
G0178,Node178,Other,0,00:00,23:59
G0179,Node179,Other,0,00:00,23:59
G0180,Node180,Other,0,00:00,23:59
G0181,Node181,Other,0,00:00,23:59
G0182,Node182,Other,0,00:00,23:59
G0183,Node183,Other,0,00:00,23:59
G0184,Node184,Other,0,00:00,23:59
G0185,Node185,Other,0,00:00,23:59
G0186,Node186,Other,0,00:00,23:59
G0187,Node187,Other,0,00:00,23:59
G0188,Node188,Other,0,00:00,23:59
G0189,Node189,Other,0,00:00,23:59
G0190,Node190,Other,0,00:00,23:59
G0191,Node191,Other,0,00:00,23:59
G0192,Node192,Other,0,00:00,23:59
G0193,Node193,Other,0,00:00,23:59
G0194,Node194,Other,0,00:00,23:59
G0195,Node195,Other,0,00:00,23:59
G0196,Node196,Other,0,00:00,23:59
G0197,Node197,Other,0,00:00,23:59
G0198,Node198,Other,0,00:00,23:59
G0199,Node199,Other,0,00:00,23:59
G0200,Node200,Other,0,00:00,23:59
G0201,Node201,Other,0,00:00,23:59
G0202,Node202,Other,0,00:00,23:59
G0203,Node203,Other,0,00:00,23:59
G0204,Node204,Other,0,00:00,23:59
G0205,Node205,Other,0,00:00,23:59
G0206,Node206,Other,0,00:00,23:59
G0207,Node207,Other,0,00:00,23:59
G0208,Node208,Other,0,00:00,23:59
G0209,Node209,Other,0,00:00,23:59
G0210,Node210,Other,0,00:00,23:59
G0211,Node211,Other,0,00:00,23:59
G0212,Node212,Other,0,00:00,23:59
G0213,Node213,Other,0,00:00,23:59
G0214,Node214,Other,0,00:00,23:59
G0215,Node215,Other,0,00:00,23:59
G0216,Node216,Other,0,00:00,23:59
G0217,Node217,Other,0,00:00,23:59
G0218,Node218,Other,0,00:00,23:59
G0219,Node219,Other,0,00:00,23:59
G0220,Node220,Other,0,00:00,23:59
G0221,Node221,Other,0,00:00,23:59
G0222,Node222,Other,0,00:00,23:59
G0223,Node223,Other,0,00:00,23:59
G0224,Node224,Other,0,00:00,23:59
G0225,Node225,Other,0,00:00,23:59
G0226,Node226,Other,0,00:00,23:59
G0227,Node227,Other,0,00:00,23:59
G0228,Node228,Other,0,00:00,23:59
G0229,Node229,Other,0,00:00,23:59
G0230,Node230,Other,0,00:00,23:59
G0231,Node231,Other,0,00:00,23:59
G0232,Node232,Other,0,00:00,23:59
G0233,Node233,Other,0,00:00,23:59
G0234,Node234,Other,0,00:00,23:59
G0235,Node235,Other,0,00:00,23:59
G0236,Node236,Other,0,00:00,23:59
G0237,Node237,Other,0,00:00,23:59
G0238,Node238,Other,0,00:00,23:59
G0239,Node239,Other,0,00:00,23:59
G0240,Node240,Other,0,00:00,23:59
G0241,Node241,Other,0,00:00,23:59
G0242,Node242,Other,0,00:00,23:59
G0243,Node243,Other,0,00:00,23:59
G0244,Node244,Other,0,00:00,23:59
G0245,Node245,Other,0,00:00,23:59
G0246,Node246,Other,0,00:00,23:59
G0247,Node247,Other,0,00:00,23:59
G0248,Node248,Other,0,00:00,23:59
G0249,Node249,Other,0,00:00,23:59
G0250,Node250,Other,0,00:00,23:59
G0251,Node251,Other,0,00:00,23:59
G0252,Node252,Other,0,00:00,23:59
G0253,Node253,Other,0,00:00,23:59
G0254,Node254,Other,0,00:00,23:59
G0255,Node255,Other,0,00:00,23:59
G0256,Node256,Other,0,00:00,23:59
G0257,Node257,Other,0,00:00,23:59
G0258,Node258,Other,0,00:00,23:59
G0259,Node259,Other,0,00:00,23:59
G0260,Node260,Other,0,00:00,23:59
G0261,Node261,Other,0,00:00,23:59
G0262,Node262,Other,0,00:00,23:59
G0263,Node263,Other,0,00:00,23:59
G0264,Node264,Other,0,00:00,23:59
G0265,Node265,Other,0,00:00,23:59
G0266,Node266,Other,0,00:00,23:59
G0267,Node267,Other,0,00:00,23:59
G0268,Node268,Other,0,00:00,23:59
G0269,Node269,Other,0,00:00,23:59
G0270,Node270,Other,0,00:00,23:59
G0271,Node271,Other,0,00:00,23:59
G0272,Node272,Other,0,00:00,23:59
G0273,Node273,Other,0,00:00,23:59
G0274,Node274,Other,0,00:00,23:59
G0275,Node275,Other,0,00:00,23:59
G0276,Node276,Other,0,00:00,23:59
G0277,Node277,Other,0,00:00,23:59
G0278,Node278,Other,0,00:00,23:59
G0279,Node279,Other,0,00:00,23:59
G0280,Node280,Other,0,00:00,23:59
G0281,Node281,Other,0,00:00,23:59
G0282,Node282,Other,0,00:00,23:59
G0283,Node283,Other,0,00:00,23:59
G0284,Node284,Other,0,00:00,23:59
G0285,Node285,Other,0,00:00,23:59
G0286,Node286,Other,0,00:00,23:59
G0287,Node287,Other,0,00:00,23:59
G0288,Node288,Other,0,00:00,23:59
G0289,Node289,Other,0,00:00,23:59
G0290,Node290,Other,0,00:00,23:59
G0291,Node291,Other,0,00:00,23:59
G0292,Node292,Other,0,00:00,23:59
G0293,Node293,Other,0,00:00,23:59
G0294,Node294,Other,0,00:00,23:59
G0295,Node295,Other,0,00:00,23:59
G0296,Node296,Other,0,00:00,23:59
G0297,Node297,Other,0,00:00,23:59
G0298,Node298,Other,0,00:00,23:59
G0299,Node299,Other,0,00:00,23:59
G0300,Node300,Other,0,00:00,23:59
G0301,Node301,Other,0,00:00,23:59
G0302,Node302,Other,0,00:00,23:59
G0303,Node303,Other,0,00:00,23:59
G0304,Node304,Other,0,00:00,23:59
G0305,Node305,Other,0,00:00,23:59
G0306,Node306,Other,0,00:00,23:59
G0307,Node307,Other,0,00:00,23:59
G0308,Node308,Other,0,00:00,23:59
G0309,Node309,Other,0,00:00,23:59
G0310,Node310,Other,0,00:00,23:59
G0311,Node311,Other,0,00:00,23:59
G0312,Node312,Other,0,00:00,23:59
G0313,Node313,Other,0,00:00,23:59
G0314,Node314,Other,0,00:00,23:59
G0315,Node315,Other,0,00:00,23:59
G0316,Node316,Other,0,00:00,23:59
G0317,Node317,Other,0,00:00,23:59
G0318,Node318,Other,0,00:00,23:59
G0319,Node319,Other,0,00:00,23:59
G0320,Node320,Other,0,00:00,23:59
G0321,Node321,Other,0,00:00,23:59
G0322,Node322,Other,0,00:00,23:59
G0323,Node323,Other,0,00:00,23:59
G0324,Node324,Other,0,00:00,23:59
G0325,Node325,Other,0,00:00,23:59
G0326,Node326,Other,0,00:00,23:59
G0327,Node327,Other,0,00:00,23:59
G0328,Node328,Other,0,00:00,23:59
G0329,Node329,Other,0,00:00,23:59
G0330,Node330,Other,0,00:00,23:59
G0331,Node331,Other,0,00:00,23:59
G0332,Node332,Other,0,00:00,23:59
G0333,Node333,Other,0,00:00,23:59
G0334,Node334,Other,0,00:00,23:59
G0335,Node335,Other,0,00:00,23:59
G0336,Node336,Other,0,00:00,23:59
G0337,Node337,Other,0,00:00,23:59
G0338,Node338,Other,0,00:00,23:59
G0339,Node339,Other,0,00:00,23:59
G0340,Node340,Other,0,00:00,23:59
G0341,Node341,Other,0,00:00,23:59
G0342,Node342,Other,0,00:00,23:59
G0343,Node343,Other,0,00:00,23:59
G0344,Node344,Other,0,00:00,23:59
G0345,Node345,Other,0,00:00,23:59
G0346,Node346,Other,0,00:00,23:59
G0347,Node347,Other,0,00:00,23:59
G0348,Node348,Other,0,00:00,23:59
G0349,Node349,Other,0,00:00,23:59
G0350,Node350,Other,0,00:00,23:59
G0351,Node351,Other,0,00:00,23:59
G0352,Node352,Other,0,00:00,23:59
G0353,Node353,Other,0,00:00,23:59
G0354,Node354,Other,0,00:00,23:59
G0355,Node355,Other,0,00:00,23:59
G0356,Node356,Other,0,00:00,23:59
G0357,Node357,Other,0,00:00,23:59
G0358,Node358,Other,0,00:00,23:59
G0359,Node359,Other,0,00:00,23:59
G0360,Node360,Other,0,00:00,23:59
G0361,Node361,Other,0,00:00,23:59
G0362,Node362,Other,0,00:00,23:59
G0363,Node363,Other,0,00:00,23:59
G0364,Node364,Other,0,00:00,23:59
G0365,Node365,Other,0,00:00,23:59
G0366,Node366,Other,0,00:00,23:59
G0367,Node367,Other,0,00:00,23:59
G0368,Node368,Other,0,00:00,23:59
G0369,Node369,Other,0,00:00,23:59
G0370,Node370,Other,0,00:00,23:59
G0371,Node371,Other,0,00:00,23:59
G0372,Node372,Other,0,00:00,23:59
G0373,Node373,Other,0,00:00,23:59
G0374,Node374,Other,0,00:00,23:59
G0375,Node375,Other,0,00:00,23:59
G0376,Node376,Other,0,00:00,23:59
G0377,Node377,Other,0,00:00,23:59
G0378,Node378,Other,0,00:00,23:59
G0379,Node379,Other,0,00:00,23:59
G0380,Node380,Other,0,00:00,23:59
G0381,Node381,Other,0,00:00,23:59
G0382,Node382,Other,0,00:00,23:59
G0383,Node383,Other,0,00:00,23:59
G0384,Node384,Other,0,00:00,23:59
G0385,Node385,Other,0,00:00,23:59
G0386,Node386,Other,0,00:00,23:59
G0387,Node387,Other,0,00:00,23:59
G0388,Node388,Other,0,00:00,23:59
G0389,Node389,Other,0,00:00,23:59
G0390,Node390,Other,0,00:00,23:59
G0391,Node391,Other,0,00:00,23:59
G0392,Node392,Other,0,00:00,23:59
G0393,Node393,Other,0,00:00,23:59
G0394,Node394,Other,0,00:00,23:59
G0395,Node395,Other,0,00:00,23:59
G0396,Node396,Other,0,00:00,23:59
G0397,Node397,Other,0,00:00,23:59
G0398,Node398,Other,0,00:00,23:59
G0399,Node399,Other,0,00:00,23:59
G0400,Node400,Other,0,00:00,23:59
G0401,Node401,Other,0,00:00,23:59
G0402,Node402,Other,0,00:00,23:59
G0403,Node403,Other,0,00:00,23:59
G0404,Node404,Other,0,00:00,23:59
G0405,Node405,Other,0,00:00,23:59
G0406,Node406,Other,0,00:00,23:59
G0407,Node407,Other,0,00:00,23:59
G0408,Node408,Other,0,00:00,23:59
G0409,Node409,Other,0,00:00,23:59
G0410,Node410,Other,0,00:00,23:59
G0411,Node411,Other,0,00:00,23:59
G0412,Node412,Other,0,00:00,23:59
G0413,Node413,Other,0,00:00,23:59
G0414,Node414,Other,0,00:00,23:59
G0415,Node415,Other,0,00:00,23:59
G0416,Node416,Other,0,00:00,23:59
G0417,Node417,Other,0,00:00,23:59
G0418,Node418,Other,0,00:00,23:59
G0419,Node419,Other,0,00:00,23:59
G0420,Node420,Other,0,00:00,23:59
G0421,Node421,Other,0,00:00,23:59
G0422,Node422,Other,0,00:00,23:59
G0423,Node423,Other,0,00:00,23:59
G0424,Node424,Other,0,00:00,23:59
G0425,Node425,Other,0,00:00,23:59
G0426,Node426,Other,0,00:00,23:59
G0427,Node427,Other,0,00:00,23:59
G0428,Node428,Other,0,00:00,23:59
G0429,Node429,Other,0,00:00,23:59
G0430,Node430,Other,0,00:00,23:59
G0431,Node431,Other,0,00:00,23:59
G0432,Node432,Other,0,00:00,23:59
G0433,Node433,Other,0,00:00,23:59
G0434,Node434,Other,0,00:00,23:59
G0435,Node435,Other,0,00:00,23:59
G0436,Node436,Other,0,00:00,23:59
G0437,Node437,Other,0,00:00,23:59
G0438,Node438,Other,0,00:00,23:59
G0439,Node439,Other,0,00:00,23:59
G0440,Node440,Other,0,00:00,23:59
G0441,Node441,Other,0,00:00,23:59
G0442,Node442,Other,0,00:00,23:59
G0443,Node443,Other,0,00:00,23:59
G0444,Node444,Other,0,00:00,23:59
G0445,Node445,Other,0,00:00,23:59
G0446,Node446,Other,0,00:00,23:59
G0447,Node447,Other,0,00:00,23:59
G0448,Node448,Other,0,00:00,23:59
G0449,Node449,Other,0,00:00,23:59
G0450,Node450,Other,0,00:00,23:59
G0451,Node451,Other,0,00:00,23:59
G0452,Node452,Other,0,00:00,23:59
G0453,Node453,Other,0,00:00,23:59
G0454,Node454,Other,0,00:00,23:59
G0455,Node455,Other,0,00:00,23:59
G0456,Node456,Other,0,00:00,23:59
G0457,Node457,Other,0,00:00,23:59
G0458,Node458,Other,0,00:00,23:59
G0459,Node459,Other,0,00:00,23:59
G0460,Node460,Other,0,00:00,23:59
G0461,Node461,Other,0,00:00,23:59
G0462,Node462,Other,0,00:00,23:59
G0463,Node463,Other,0,00:00,23:59
G0464,Node464,Other,0,00:00,23:59
G0465,Node465,Other,0,00:00,23:59
G0466,Node466,Other,0,00:00,23:59
G0467,Node467,Other,0,00:00,23:59
G0468,Node468,Other,0,00:00,23:59
G0469,Node469,Other,0,00:00,23:59
G0470,Node470,Other,0,00:00,23:59
G0471,Node471,Other,0,00:00,23:59
G0472,Node472,Other,0,00:00,23:59
G0473,Node473,Other,0,00:00,23:59
G0474,Node474,Other,0,00:00,23:59
G0475,Node475,Other,0,00:00,23:59
G0476,Node476,Other,0,00:00,23:59
G0477,Node477,Other,0,00:00,23:59
G0478,Node478,Other,0,00:00,23:59
G0479,Node479,Other,0,00:00,23:59
G0480,Node480,Other,0,00:00,23:59
G0481,Node481,Other,0,00:00,23:59
G0482,Node482,Other,0,00:00,23:59
G0483,Node483,Other,0,00:00,23:59
G0484,Node484,Other,0,00:00,23:59
G0485,Node485,Other,0,00:00,23:59
G0486,Node486,Other,0,00:00,23:59
G0487,Node487,Other,0,00:00,23:59
G0488,Node488,Other,0,00:00,23:59
G0489,Node489,Other,0,00:00,23:59
G0490,Node490,Other,0,00:00,23:59
G0491,Node491,Other,0,00:00,23:59
G0492,Node492,Other,0,00:00,23:59
G0493,Node493,Other,0,00:00,23:59
G0494,Node494,Other,0,00:00,23:59
G0495,Node495,Other,0,00:00,23:59
G0496,Node496,Other,0,00:00,23:59
G0497,Node497,Other,0,00:00,23:59
G0498,Node498,Other,0,00:00,23:59
G0499,Node499,Other,0,00:00,23:59
G0500,Node500,Other,0,00:00,23:59
G0501,Node501,Other,0,00:00,23:59
G0502,Node502,Other,0,00:00,23:59
G0503,Node503,Other,0,00:00,23:59
G0504,Node504,Other,0,00:00,23:59
G0505,Node505,Other,0,00:00,23:59
